羶	羶
習	習
玩	翫
翱	翶
翹	翹
翱	翺
端	耑
鋤	耡
耬	耬
耮	耮
聖	聖
聞	聞
聯	聯
聰	聰
聲	聲
聳	聳
聵	聵
聶	聶
職	職
聹	聹
聽	聼
聽	聽
聾	聾
肅	肅
肯	肎
胳	肐
胚	肧
胸	胷
脆	脃
脅	脅
脅	脇
脈	脈
吻	脗
脛	脛
脣	脣
修	脩
脫	脫
脹	脹
腎	腎
腖	腖
腡	腡
腦	腦
腫	腫
腳	腳
腸	腸
肷	膁
膃	膃
膚	膚
膠	膠
膩	膩
膽	膽
膾	膾
膿	膿
臉	臉
臀	臋
臍	臍
臏	臏
癯	臒
膘	臕
臘	臘
胭	臙
臚	臚
裸	臝
髒	臟
臠	臠
臥	臥
臨	臨
皋	臯
臺	臺
與	與
興	興
舉	舉
舊	舊
鋪	舖
館	舘
船	舩
膀	艕
艙	艙
檣	艢
櫓	艣
艤	艤
艦	艦
櫓	艪
艫	艫
艱	艱
豔	艷
艹	艸
花	芲
芻	芻
苧	薴
荔	茘
茲	茲
荊	荊
豆	荳
莊	莊
莖	莖
莢	莢
莧	莧
災	菑
果	菓
華	華
庵	菴
萇	萇
萊	萊
萬	萬
萱	萲
萵	萵
葉	葉
葒	葒
參	葠
葤	葤
葦	葦
藥	葯
葷	葷
搜	蒐
蓴	蒓
蒔	蒔
蒞	蒞
蒼	蒼
蓀	蓀
席	蓆
蓋	蓋
參	蓡
莜	蓧
蓮	蓮
蓯	蓯
蓴	蓴
蓽	蓽
菱	蔆
卜	蔔
蒂	蔕
蔞	蔞
蔣	蔣
蔥	蔥
蔦	蔦
蔭	蔭
麻	蔴
藜	蔾
蕁	蕁
蕆	蕆
蕊	蕋
蕎	蕎
蕒	蕒
芸	蕓
蕕	蕕
蕘	蕘
萼	蕚
蕢	蕢
蕩	蕩
蕪	蕪
蕭	蕭
蕷	蕷
萱	蕿
薈	薈
薊	薊
薌	薌
姜	薑
薔	薔
剃	薙
薟	薟
薦	薦
薩	薩
薺	薺
藍	藍
藎	藎
藝	藝
藥	藥
藪	藪
藶	藶
薯	藷
藹	藹
藺	藺
萱	藼
蕊	蘂
蘄	蘄
蘆	蘆
蘇	蘇
蘊	蘊
蘋	蘋
萱	蘐
蘚	蘚
